ID,Text,Translation
6603,Cryo-sleep,Ngủ đông
7916,"New Spire Building: <em>Cloning Vats</em> (<buildinginfo('CloningVats')>) - creates Clones over time. Cloned colonists grow and age twice as fast.

<grey>""Clones can think creatively. You will find that they are immensely superior to drones.""
<right>Unnamed Martian Scientist</grey><left>","Công trình Spire mới: <em>Nhân bản Vats</em> (<buildinginfo('CloningVats')>) - tạo nhân bản theo thời gian. Cư dân nhân bản phát triển và già đi nhanh gấp đôi.

<grey>""Người vô tính có thể suy nghĩ sáng tạo. Bạn sẽ thấy rằng họ vô cùng vượt trội so với drone.""
<right>Nhà khoa học sao Hỏa giấu tên</grey><left>"
7915,Cloning,Nhân bản
7918,"<em>Domes</em> restore Sanity to their inhabitants every Sol.

<grey>Who knew that emitting a low level vibration could affect the human psyche in such a way?</grey>","<em>Mái vòm</em> khôi phục tỉnh táo cho cư dân của chúng mỗi Sol.

<grey>Ai biết rằng việc phát ra một rung động ở mức độ thấp có thể ảnh hưởng đến tâm lý con người theo cách như vậy?</grey>"
7917,Good Vibrations,Rung động tốt
7920,"<em>Domes</em> cost <param1>% less basic resources.

<grey>Mastering of certain techniques, singled out to be crucial to the entire construction process, will result in the drop of Dome construction costs.</grey>","<em>Mái vòm</em> tiêu tốn ít hơn <param1>% tài nguyên cơ bản.

<grey>Việc nắm vững kỹ thuật nhất định, được coi là tối quan trọng đối với toàn bộ quá trình xây dựng, sẽ làm giảm chi phí xây mái vòm.</grey>"
7919,Dome Streamlining,Tinh giản mái vòm
7922,"All <em>Spires</em> can be ordered as prefabs from Earth.

<grey>The ever-increasing miniaturization of technology along with different modules has made it possible to transport the structural behemoths known as Spires all the way from Earth.</grey>","Tất cả <em>Spire</em> có thể được đặt hàng dưới dạng dựng sẵn từ Trái đất.

<grey>Sự thu nhỏ ngày càng tăng của công nghệ cùng với mô-đun khác nhau đã giúp nó có thể vận chuyển những cấu trúc khổng lồ được gọi là Spier từ Trái đất.</grey>"
7921,Prefab Compression,Nét dựng sẵn
7924,"<em>Metals Extractors</em> and <em>Rare Metals Extractors</em> can work without crews at <param1> performance.

<grey>Extracting algorithms have been successfully implemented by our new Extractor AI, allowing for a certain degree of autonomy in mining operations.</grey>","<em>Máy chiết xuất kim loại</em> và <em>Máy chiết xuất kim loại hiếm</em> có thể hoạt động mà không cần công nhân ở hiệu suất <param1>.

<grey>Thuật toán khai thác đã được thực hiện thành công bởi chiết xuất AI mới của chúng ta, cho phép mức độ tự chủ nhất định trong hoạt động khai thác.</grey>"
7923,Extractor AI,Chiết xuất AI
7925,"<em>Non-medical Service Buildings</em> Upgrade (Service Bots) - service buildings no longer require workers and operate at <param1> performance.

<grey>Freeing our colonists of dealing with the most mundane of chores.</grey>","Nâng cấp <em>Công trình dịch vụ phi y tế</em> (Điểm dịch vụ) - công trình dịch vụ không còn yêu cầu công nhân và hoạt động với hiệu suất <param1>.

<grey>Giải phóng cư dân của chúng ta đối phó với những công việc vặt vãnh nhất.</grey>"
7927,"<em>Amplify</em> upgrades grant a bigger boost to production.

<grey>""Power! Unlimited Power!""
<right>Sheev</grey><left>","Nâng cấp của <em>Khuếch đại</em> mang lại sự thúc đẩy lớn hơn cho sản xuất.

<grey>""Điện! Điện vô hạn!""
<right>Sheev</grey><left>"
7926,Overcharge Amplifications,Khuếch đại quá tải
7929,"Stirling Generator Upgrade (<em>Plutonium Core</em>) - Increased Power production while opened.

<grey>""Nor are we the culmination of evolution, except in the sense that there has never been another species so bizarrely ingenious that it could create both iambic pentameter and plutonium.""
<right>David Quammen</grey><left>","Nâng cấp máy phát điện Stirling (<em>Lõi Plutonium</em>) - Tăng sản lượng điện trong khi mở.

<grey>""Chúng ta cũng không phải là đỉnh cao của sự tiến hóa, ngoại trừ ý nghĩa rằng chưa bao giờ có một loài nào khác tài tình đến mức có thể tạo ra cả plutonium lẫn pentameter iambic.""
<right>David Quammen</grey><left>"
7928,Plutonium Synthesis,Tổng hợp Plutonium
7931,"<em>Schools</em> can train the Workaholic and Hippie traits.

<grey>Taking student exchange programs to a whole other level.</grey>","<em>Trường học</em> có thể đào tạo đặc điểm Tham công tiếc việc và hippie.

<grey>Đưa chương trình trao đổi sinh viên lên một cấp độ hoàn toàn khác.</grey>"
7930,Interplanetary Learning,Học liên hành tinh
7933,"<em>Colonists</em> gain <param1> bonus work performance when all their stats are in the green.

<grey>""Frankly, though, I think most people can learn a lot more than they think they can.""
<right>Elon Musk</grey><left>","<em>Cư dân</em> đạt được <param1> hiệu suất công việc thưởng khi tất cả số liệu thống kê của họ có màu xanh lục.

<grey>""Thành thật mà nói, tôi nghĩ rằng hầu hết mọi người có thể học được nhiều hơn những gì họ nghĩ.""
<right>Elon Musk</grey><left>"
7932,Vocation-Oriented Society,Khuynh hướng công việc xã hội
8004,"Rocket <em>travel time</em> to and from Earth reduced by <param1>%.

<grey>Plasma engines have numerous advantages over chemical rockets. All that is left to do is make sure they don't explode on launch.</grey>","<em>Thời gian di chuyển</em> của tên lửa đến và đi từ Trái đất giảm <param1>%.

<grey>Động cơ plasma có nhiều ưu điểm hơn tên lửa hóa học. Tất cả những gì còn lại cần làm là đảm bảo chúng không phát nổ khi phóng.</grey>"
8003,Plasma Rocket,Tên lửa Plasma
8006,"<em>Drone Hubs</em> no longer require Power or maintenance.

<grey>Self-sustainable Drone Hubs are of paramount importance in expanding our presence on Mars.</grey>","<em>Trung tâm drone</em> không còn yêu cầu điện hoặc bảo trì.

<grey>Trung tâm drone tự bền vững có tầm quan trọng hàng đầu trong việc mở rộng sự hiện diện của chúng ta trên sao Hỏa.</grey>"
8005,Autonomous Hubs,Trung tâm tự động
8642,"Factory Upgrade (<em>Automation</em>) - Lowers the amount of Workers needed in factories.

<grey>Robots are poised to take our jobs here on Mars as well.</grey>","Nâng cấp nhà máy (<em>Tự động hóa</em>) - Giảm số lượng công nhân cần thiết trong nhà máy.

<grey>Rô bốt cũng sẵn sàng đảm nhận công việc của chúng ta ở đây trên sao Hỏa.</grey>"
8641,Factory Automation,Nhà máy tự động
203426379406,"New Dome: <em>Diamond Dome</em> (<buildinginfo('DomeDiamond')>) - A diamond shaped Dome which has space for two Spires.

<grey>""Diamonds are nothing more than chunks of coal that stuck to their jobs.""
<right>Malcolm Forbes</grey><left>
","Mái vòm mới: <em>mái vòm kim cương</em> (<buildinginfo('DomeDiamond')>) - Một mái vòm hình thoi có không gian cho hai Spier.

<grey>""Kim cương không hơn gì những khối than bám vào công việc của họ.""
<right>Malcolm Forbes</grey><left>"
9602,Gem Architecture,Kiến trúc đá quý
207831279529,Discover the reason behind the unexpected overnight gene re-writing of your colonists.,Khám phá lý do đằng sau sự tái tạo gen bất ngờ qua đêm của cư dân của bạn.
11400,Anomalous Genome Resequencing,Giải mã bộ gen dị thường
243039926162,Dedicate your research towards the initiative for discovering a Cure for cancer.,Hãy cống hiến nghiên cứu của bạn cho sáng kiến khám phá phương pháp chữa khỏi bệnh ung thư.
11062,Cancer Research Initiative,Sáng kiến nghiên cứu ung thư
113438988242,The Dust Sickness is affecting more and more colonists we need to find a cure as soon as possible. Once the cure is found afflicted colonists will lose the Dust Sickness trait.,Bệnh bụi đang ảnh hưởng đến ngày càng nhiều người dân - chúng ta cần phải tìm cách chữa trị càng sớm càng tốt. Một khi phương pháp chữa trị được tìm thấy - cư dân đau khổ sẽ mất đặc điểm bệnh bụi.
11401,Dust Sickness Cure,Thuốc chữa bệnh bụi
914208702775,Increases the chance that a Colonist will have or gain a <em>rare trait</em>.,Tăng cơ hội một cư dân có hoặc đạt được <em>đặc điểm hiếm</em>.
11402,Gene Forging,Rèn gien
786770300927,Thiết kế lại thiết bị MOXIE từ đầu để loại bỏ tất cả khuyết điểm trong thiết kế và bản vá, đồng thời tăng cường sản xuất không khí bằng <param1>.
11212,MOXIE 2.0,
777719724496,Help Lambda Industries analyze the data from their space telescope deployed near Mars.,Giúp Lambda Industries phân tích dữ liệu từ kính viễn vọng vũ trụ của họ được triển khai gần sao Hỏa.
12241,Analyze Space Telescope Data,Phân tích dữ liệu kính viễn vọng vũ trụ
435746095458,Deactivate the Rogue Nanites to stop their destructive effect on your Colony.,Vô hiệu hóa Nanites nổi loạn để ngăn chặn tác động hủy diệt của chúng đối với căn cứ của bạn.
11403,Rogue Nanite Deactivation,Chấm dứt Nanites nổi loạn
217591992579,Analyze the abnormal behavior of the Rogue Nanites and the reasons for the glitch.,Phân tích hành vi dị thường của Nanites nổi loạn và lý do dẫn đến trục trặc.
11404,Rogue Nanites Analysis,Phân tích Nanites nổi loạn
904185155252,Discover what is causing the cable faults related to Stirling Generators and fix the issue.,Khám phá nguyên nhân gây ra lỗi cáp liên quan đến máy phát điện Stirling và khắc phục sự cố.
12242,Stirling Generator Cable Faults,Lỗi cáp máy phát điện Stirling
200121853016,Complete this research to immediately discover several new metal and rare metal deposits.,Hoàn thành nghiên cứu này để khám phá ngay một số mỏ kim loại và kim loại hiếm mới.
11063,Geo-Crust Scanner,Máy quét lớp vỏ địa lý
857507799905,Decipher the secret contents of a strange message discovered in a strange probe on the surface of Mars.,Giải mã nội dung bí mật của một thông điệp kỳ lạ được phát hiện trong một tàu do thám kỳ lạ trên bề mặt sao Hỏa.
11405,The Cypher,Mật mã
857527054258,Investigate the reason behind the critical malfunction of one of our Fusion Reactors. You won't be able to construct new Fusion Reactors until this tech has been researched.,Điều tra lý do đằng sau sự cố nghiêm trọng của một trong lò phản ứng nhiệt hạch của chúng ta. Bạn sẽ không thể chế tạo Lò phản ứng nhiệt hạch mới cho đến khi công nghệ này được nghiên cứu.
11064,The Incident,Sự cố
485387209053,Investigates the inexplicable crimes committed by Arcology residents.,Điều tra những tội ác không thể giải thích được của cư dân Arcology.
11406,Violent Urges,Khẩn cấp bạo lực
917722138254,Our initial design for Wind Turbines is underperforming. We need a better one taking into account the real Martian conditions.,Thiết kế ban đầu của chúng ta cho Tua bin gió đang hoạt động kém hiệu quả. Chúng ta cần một cái tốt hơn có tính đến điều kiện thực tế trên sao Hỏa.
11099,Wind Turbine Redesign,Thiết kế lại tua bin gió
6321,"Moisture Vaporator Upgrade (<em>Hygroscopic Coating</em>) - Water production increased by <param1>%.

<grey>With its mechanical simplicity and applicability to any point on Mars's surface, the Water-Vapor Adsorption Reactor technology can extract water directly from the Martian atmosphere.</grey>","Nâng cấp máy lọc hơi ẩm (<em>Lớp phủ hút ẩm</em>) - Sản lượng nước tăng <param1>%.

<grey>Với tính đơn giản về cơ học và khả năng ứng dụng vào bất kỳ điểm nào trên bề mặt sao Hỏa, công nghệ Lò phản ứng hấp phụ hơi nước có thể chiết xuất nước trực tiếp từ khí quyển sao Hỏa.</grey>"
6320,Hygroscopic Vaporators,Máy hút hơi ẩm
6323,"New Building: <em>Farm</em> (<buildinginfo('Farm')>) - Produces Food. Large in-Dome building which is more work-efficient and requires no Power.

<grey>""They say once you grow crops somewhere you’ve officially colonized it.""
<right>Andy Weir – The Martian</grey><left>","Công trình mới: <em>Trang trại</em> (<buildinginfo('Farm')>) - Sản xuất thực phẩm. Công trình trong nhà lớn hiệu quả hơn và không cần điện.

<grey>""Họ nói rằng một khi bạn trồng trọt ở một nơi nào đó thì bạn đã chính thức thuộc địa của nó.""
<right>Andy Weir – The Martian</grey><left>"
6322,Soil Adaptation,Thích ứng đất
6344,"New Building: <em>Fungal Farm</em> (<buildinginfo('FungalFarm')>) -  An out-Dome building that produces Food.

<grey>""All fungi are edible. Some fungi are only edible once."" 
<right>Terry Pratchett</grey><left>","Công trình mới: <em>Trang trại nấm</em> (<buildinginfo('FungalFarm')>) - Công trình ngoài mái vòm sản xuất thực phẩm.

<grey>""Tất cả loại nấm đều có thể ăn được. Một số loại nấm chỉ ăn được một lần."" 
<right>Terry Pratchett</grey><left>"
6343,Low-G Fungi,Nấm Low-G
6326,"MOXIE Upgrade (<em>Magnetic Filtering</em>) - Oxygen production increased by <param1>%.

<grey>Magnetic filters block ferromagnetic metal contaminants as well as weakly magnetic particles from the Martian atmosphere when inhaled by our MOXIEs, greatly increasing their efficiencies.</grey>","Nâng cấp MOXIE (<em>Lọc từ tính</em>) - Sản xuất ôxy tăng <param1>%.

<grey>Bộ lọc từ tính chặn chất gây ô nhiễm kim loại sắt từ cũng như hạt có từ tính yếu từ khí quyển sao Hỏa khi MOXIE của chúng ta hút phải, làm tăng đáng kể hiệu quả của chúng.</grey>"
5125,Magnetic Filtering,Lọc từ tính
6328,"New Spire Building: <em>Water Reclamation System</em> (<buildinginfo('WaterReclamationSystem')>) - drastically reduces the Water consumption of the Dome.

<grey>Water on Mars is abundant, yet it is mostly underground and in a frozen state – making it, while within reach, still difficult and expensive to mine. This makes recycling necessary to ensure a steady water supply.</grey>","Công trình Spire mới: <em>Hệ thống cải tạo nước</em> (<buildinginfo('WaterReclamationSystem')>) - giảm đáng kể lượng nước tiêu thụ của mái vòm.

<grey>Nước trên sao Hỏa rất dồi dào, tuy nhiên nó chủ yếu nằm dưới lòng đất và ở trạng thái đóng băng - khiến nó, trong tầm với của nó, vẫn khó khai thác và đắt đỏ. Điều này làm cho việc tái chế trở nên cần thiết để đảm bảo nguồn cung cấp nước ổn định.</grey>"
6327,Water Reclamation,Cải tạo nước
6330,"Unlock <em>new crops</em> in Farms and Hydroponic Farms that provide Oxygen and improve soil quality.

<grey>From the salad you eat to the air you breathe, plants have a fundamental role to play for humanity well beyond Earth.</grey>","Mở khóa <em>cây trồng mới</em> trong trang trại và trang trại thủy canh cung cấp ôxy và cải thiện chất lượng đất.

<grey>Từ món salad bạn ăn đến không khí bạn hít thở, thực vật có vai trò cơ bản đối với loài người ngoài Trái đất.</grey>"
6329,Utility Crops,Cây trồng tiện ích
6332,"<em>Martianborn</em> Colonists graduate faster in Universities and Sanatoriums and have higher chance to gain Perks from Schools.<if_all(has_dlc('kerwin'))>
New Building: <em>Large Nursery</em> (<buildinginfo('LargeNurseryCCP1')>) - A larger nursery for housing more children.</if>

<grey>Certain restrictions that still persist on Earth derived from religion and general conservatism are absent here on Mars. As a result, we have the freedom to genetically enhance our newborns and hone their already-sharp minds to a sharp point.</grey>","Cư dân của <em>sinh ra trên sao Hỏa</em> tốt nghiệp nhanh hơn ở trường đại học và viện điều dưỡng và có cơ hội đạt được đặc quyền từ trường học cao hơn. <if_all(has_dlc('kerwin'))>
Công trình mới: <em>Vườn ươm lớn</em> (<buildinginfo('LargeNurseryCCP1')>) - Nhà trẻ lớn hơn dành cho nhiều trẻ em hơn.</if>

<grey>Một số hạn chế nhất định vẫn tồn tại trên Trái đất bắt nguồn từ tôn giáo và chủ nghĩa bảo thủ nói chung không có ở đây trên sao Hỏa. Do đó - chúng ta có quyền tự do cải thiện về mặt di truyền cho trẻ sơ sinh và trau dồi trí óc vốn đã nhạy bén của chúng đến mức nhạy bén.</grey>"
6331,Martianborn Adaptability,Khả năng thích nghi của người sinh trên sao Hỏa
6325,"<em>Farms</em> increase the Comfort of all residences in the Dome.

<grey>Seeing something green against the endless reddish barrens of Mars can be quite therapeutic.</grey>","<em>Trang trại</em> tăng thoải mái cho tất cả nơi ở trong mái vòm.

<grey>Nhìn thấy thứ gì đó màu xanh lục trên nền đất đỏ vô tận của sao Hỏa có thể là một phương pháp trị liệu.</grey>"
6324,Biome Engineering,Kỹ thuật quần xã sinh vật
6336,"Residences in <em>Basic Domes, Micro Domes and Barrel Domes</em> have improved Comfort.

<grey>“One touch of nature makes the whole world kin.”
<right>William Shakespeare</grey><left>","Căn hộ trong <em>mái vòm cơ bản, mái vòm nhỏ và mái vòm thùng</em> đã được cải thiện thoải mái.

<grey>“Một lần chạm vào thiên nhiên khiến cả thế giới phải say mê.”
<right>William Shakespeare</grey><left>"
6335,Dome Bioscaping,Mái vòm sinh quyển
6338,"New Spire Building: <em>Medical Center</em> (<buildinginfo('MedicalCenter')>) - has larger capacity and is more effective than the Infirmary.

<grey>“The good physician treats the disease; the great physician treats the patient who has the disease.” 
<right>William Osler</grey><left>","Công trình Spire mới: <em>Trung tâm y tế</em> (<buildinginfo('MedicalCenter')>) - có sức chứa lớn hơn và hiệu quả hơn bệnh xá.

<grey>“Thầy thuốc giỏi chữa bách bệnh; người thầy thuốc vĩ đại chữa trị cho bệnh nhân mắc bệnh.”
<right>William Osler</grey><left>"
6337,Microgravity Medicine,Y học vi trọng lực
6340,"Unlock <em>new crops</em> in Farms and Hydroponic Farms that provide better Food yields.

<grey>The overall reputation of GMO grown foods has increased dramatically when the only other alternative for food is red dirt.</grey>","Mở khóa <em>cây trồng mới</em> trong trang trại và trang trại thủy canh cung cấp năng suất thực phẩm tốt hơn.

<grey>Danh tiếng tổng thể của thực phẩm được trồng GMO đã tăng lên đáng kể khi sự thay thế duy nhất khác cho thực phẩm là chất bẩn đỏ.</grey>"
6339,Gene Adaptation,Thích ứng gen
8859,"New Building: <em>Biorobotics Workshop</em> (<buildinginfo('BioroboticsWorkshop')>) - a vocation building that allows colonists to experiment with biorobots (counts towards the workshop milestone). Consumes Machine Parts.

<grey>""We are fascinated with robots because they are reflections of ourselves.""
<right>Ken Goldberg</grey><left>","Công trình mới: <em>Xưởng rô bốt sinh học</em> (<buildinginfo('BioroboticsWorkshop')>) - công trình nghề nghiệp cho phép cư dân thử nghiệm với rô bốt sinh học (được tính vào cột mốc xưởng). Tiêu thụ linh kiện máy.

<grey>""Chúng ta bị cuốn hút bởi bởi rô bốt vì chúng là sự phản ánh chính chúng ta.""
<right>Ken Goldberg</grey><left>"
8858,Creative Biorobotics,Sáng tạo rô bốt sinh học
7294,"Water consumption of <em>Domes</em> reduced by <param1>%.

<grey>""No water, no life. No blue, no green.""
<right>Sylvia Earle</grey><left>","Lượng nước tiêu thụ của <em>mái vòm</em> giảm <param1>%.

<grey>""Không có nước, không có sự sống. Không có màu xanh da trời, không có màu xanh lá cây.""
<right>Sylvia Earle</grey><left>"
7293,Water Conservation System,Hệ thống bảo tồn nước
6334,"<em>Farm, Hydroponic Farm & Fungal Farm</em> Upgrade: <em>Automation</em> - Decreases number of workers.

<grey>Now that we have adapted crops to the Martian environment we can mechanize some procedures.</grey>","<em>Trang trại, trang trại thủy canh & trang trại nấm</em> Nâng cấp: <em>tự động hóa</em> - Giảm số lượng nhân công.

<grey>Bây giờ chúng ta đã thích nghi cây trồng với môi trường sao Hỏa, chúng ta có thể cơ giới hóa một số quy trình.</grey>"
6333,Farm Automation,Tự động hóa trang trại
6345,"New Spire Building: <em>Hanging Gardens</em> (<buildinginfo('HangingGardens')>) - a beautiful park complex that greatly improves the Comfort of all Residences in the Dome.

<grey>One of humanity’s most enduring and fanciful legends from the ancient past is made a reality on Mars.</grey>","Công trình Spire mới: <em>Vườn treo</em> (<buildinginfo('HangingGardens')>) - một khu phức hợp công viên tuyệt đẹp giúp cải thiện đáng kể thoải mái của tất cả căn hộ trong mái vòm.

<grey>Một trong những truyền thuyết huyền ảo và lâu đời nhất của nhân loại từ quá khứ cổ đại đã được biến thành hiện thực trên sao Hỏa.</grey>"
3535,Hanging Gardens,Vườn treo
6347,"<em>Medical Center</em> Upgrade (Holographic Scanner) - Increases birth rate in the Dome.

<grey>Holographic technologies can significantly improve medical diagnostics and monitoring procedures.</grey>","Nâng cấp <em>Trung tâm y tế</em> (Máy quét ảnh ba chiều) - Tăng tỷ lệ sinh trong mái vòm.

<grey>Công nghệ ba chiều có thể cải thiện đáng kể thủ tục theo dõi và chẩn đoán y tế.</grey>"
6346,Holographic Scanning,Quét ba chiều
6349,"New Building: <em>Moisture Vaporator</em> (<buildinginfo('MoistureVaporator')>) - Produces Water from the atmosphere. Doesn't produce during Dust Storms.

<grey>""What I really need is a drone that understands the binary language of moisture vaporators.""
<right>Unknown Martian Colonist</grey><left>","Công trình mới: <em>Máy lọc hơi ẩm</em> (<buildinginfo('MoistureVaporator')>) - Sản xuất nước từ khí quyển. Không sản xuất trong bão bụi.

<grey>""Những gì tôi thực sự cần là drone có thể hiểu được ngôn ngữ nhị phân của máy lọc hơi ẩm.""
<right>Cư dân trên sao Hỏa không xác định</grey><left>"
6348,Moisture Farming,Độ ẩm canh tác
6350,"Infirmary & Medical Center Upgrade (<em>Rejuvenation Treatment</em>) - Improves Service Comfort and provides Relaxation, allowing Colonists to visit and gain Comfort.

<grey>You haven’t truly colonized a planet until you build the first Spa center on it.</grey>","Nâng cấp bệnh xá & Trung tâm y tế (<em>điều trị trẻ hóa</em>) - Cải thiện thoải mái của dịch vụ và cung cấp sự thư giãn, cho phép cư dân đến thăm và có được thoải mái.

<grey>Bạn chưa thực sự thuộc địa của một hành tinh nào cho đến khi bạn xây trung tâm Spa đầu tiên trên đó.</grey>"
5103,Rejuvenation Treatment,Điều trị trẻ hóa
6354,"<em>Retirement age</em> and <em>death</em> from old age happen later in the Colonists' lifespan.

<grey>""Live long and prosper""
<right>Vulcan Salute</grey><left>","<em>Tuổi nghỉ hưu</em> và <em>chết</em> vì tuổi già xảy ra muộn hơn trong tuổi thọ của cư dân.

<grey>""Sống lâu và thịnh vượng""
<right>Vulcan Salute</grey><left>"
6353,Stem Reconstruction,Tái tạo thân
6356,"New Wonder: <em>Geoscape Dome</em> (<buildinginfo('GeoscapeDome')>)  - A slice of Earth on Mars, this Dome has high Comfort and increases the Sanity of its inhabitants on every Sol.

<grey>""It's a fixer-upper of a planet but we could make it work."" 
<right>Elon Musk</grey><left>","Kỳ quan mới: <em>mái vòm Geoscape</em> (<buildinginfo('GeoscapeDome')>) - Một phần của Trái đất trên sao Hỏa, mái vòm này có độ thoải mái cao và tăng tỉnh táo của cư dân mỗi Sol.

<grey>""Đó là một phần trên của hành tinh nhưng chúng ta có thể làm cho nó hoạt động."" 
<right>Elon Musk</grey><left>"
6355,Localized Terraforming,Bản địa hóa tạo hình
6360,"<em>Rocket</em> Cargo Space increased by <param1> kg.

<grey>The fuel section is by far the largest and, when full, the heaviest part of any rocket. This makes developing more compressed fuels especially important when striving to bring more to Mars with fewer rockets.</grey>","Không gian chở hàng của <em>tên lửa</em> tăng <param1> Kg.

<grey>Phần nhiên liệu cho đến nay là phần lớn nhất và khi đầy, phần nặng nhất của bất kỳ tên lửa nào. Điều này làm cho việc phát triển nhiều nhiên liệu nén hơn trở nên đặc biệt quan trọng khi nỗ lực đưa nhiều tên lửa hơn lên sao Hỏa với ít tên lửa hơn.</grey>"
6359,Fuel Compression,Nén nhiên liệu
6362,"Allows the clearing of <em>salvaged</em> and <em>destroyed buildings.</em>

<grey>We have reached the point where we must do away with old buildings on Mars to make way for new ones.</grey>","Cho phép dọn sạch <em>công trình tái chế</em> và <em>bị phá hủy.</em>

<grey>Chúng ta đã đến mức phải loại bỏ những công trình cũ trên sao Hỏa để nhường chỗ cho những công trình mới.</grey>"
6361,Decommission Protocol,Giao thức phân rã
6364,"New Building: <em>Polymer Factory</em> (<buildinginfo('PolymerPlant')>) - Produces Polymers from Water and Fuel.
New Building: <em>Fuel Refinery</em> (<buildinginfo('FuelFactory')>)  - Produces Fuel from Water.

<grey>Resolving the obvious problems with water pressure in Low-G environments will allow for more complex hydro-synthetic procedures to be done on-site on Mars.</grey>","Công trình mới: <em>Nhà máy Polyme</em> (<buildinginfo('PolymerPlant')>) - Sản xuất Polyme từ nước và nhiên liệu.
Công trình mới: <em>Nhà máy lọc nhiên liệu</em> (<buildinginfo('FuelFactory')>) - Sản xuất nhiên liệu từ nước.

<grey>Giải quyết vấn đề rõ ràng về áp suất nước trong môi trường Low-G sẽ cho phép quy trình tổng hợp thủy lực phức tạp hơn được thực hiện tại chỗ trên sao Hỏa.</grey>"
6363,Low-G Hydrosynthesis,Hydrat hóa Low-G
6366,"<em>Rockets</em> and <em>Shuttles</em> require less Fuel.

<grey>The scarcity of Martian-made rocket fuel options has made for our first true contribution towards rocket engine efficiency.</grey>","<em>Tên lửa</em> và <em>tàu con thoi</em> yêu cầu ít nhiên liệu hơn.

<grey>Sự khan hiếm của lựa chọn nhiên liệu tên lửa do sao Hỏa sản xuất đã tạo ra đóng góp thực sự đầu tiên của chúng ta đối với hiệu suất động cơ tên lửa.</grey>"
6365,Advanced Martian Engines,Động cơ sao Hỏa tiên tiến
6368,"New Building: <em>Apartments</em> (<buildinginfo('Apartments')>) - A Residential Building that houses many Colonists.

<grey>""I suggest that going to Mars means permanence on the planet - a mission by which we are building up a confidence level to become a two-planet species.""
<right>Buzz Aldrin</grey><left>","Công trình mới: <em>Chung cư</em> (<buildinginfo('Apartments')>) - Công trình dân cư có nhiều cư dân.

<grey>""Tôi gợi ý rằng lên sao Hỏa có nghĩa là tồn tại vĩnh viễn trên hành tinh - một sứ mệnh mà chúng ta đang xây dựng mức độ tin cậy để trở thành một loài hai hành tinh.""
<right>Buzz Aldrin</grey><left>"
6367,Low-G High-rise,Cao tầng Low-G
6372,"<em>Passenger Rockets</em> carry <param1> more Colonists.

<grey>Better design patterns and lighter, tougher materials have all contributed to a more advanced and compact rocket passenger module.</grey>","<em>Tên lửa hành khách</em> mang theo <param1> nhiều cư dân hơn.

<grey>Mẫu thiết kế tốt hơn và vật liệu nhẹ hơn, cứng hơn đã góp phần tạo nên một mô-đun chở khách tên lửa tiên tiến và nhỏ gọn hơn.</grey>"
6371,Compact Passenger Module,Mô-đun hành khách nhỏ gọn
8000,"Water, Oxygen and Power <em>storage</em> capacity expanded by <param1>%.

<grey>Life support reserves are essential for the survival of the Colony. Fortunately, a new method of compressing fluids in low-gravity environments can help us increase our reserve capacity greatly.</grey>","Dung lượng <em>lưu trữ</em> nước, ôxy và điện được tăng thêm <param1>%.

<grey>Dự trữ hỗ trợ sự sống là điều cần thiết cho sự tồn tại của căn cứ. May mắn thay - một phương pháp nén chất lỏng mới trong môi trường trọng lực thấp có thể giúp chúng ta tăng khả năng dự trữ lên rất nhiều.</grey>"
7999,Storage Compression,Nén lưu trữ
6374,"New Dome: <em>Medium</em> (<buildinginfo('DomeMedium')>) - A medium-sized Dome.
New Dome: <em>Trigon</em> (<buildinginfo('DomeTrigon')>) - A triangle base Dome.
New Building: <em>Low-G Amusement Park</em> (<buildinginfo('LowGAmusementPark')>) - A service building which provides Satisfaction for Tourists

<grey>Gaining experience in actually building constructions on Mars rather than just hypothesizing has vastly advanced our off-Earth architectural capabilities.</grey>","Mái vòm mới: <em>trung bình</em> (<buildinginfo('DomeMedium')>) - Một mái vòm cỡ trung bình.
Mái vòm mới: <em>Trigon</em> (<buildinginfo('DomeTrigon')>) - Một mái vòm hình tam giác.
Công trình mới: <em>Công viên giải trí Low-G</em> (<buildinginfo('LowGAmusementPark')>) - Công trình dịch vụ mang đến hài lòng cho khách du lịch

<grey>Có được kinh nghiệm trong việc thực sự xây dựng công trình trên sao Hỏa thay vì chỉ đưa ra giả thuyết đã nâng cao đáng kể khả năng kiến trúc ngoài Trái đất của chúng ta.</grey>"
6373,Low-G Engineering,Kỹ thuật Low-G
6376,"<em>In-Dome buildings</em> require maintenance less often.

<grey>Shifting focus away from ""fixing it"" to ""avoiding it"" is the natural step forward for any Martian habitat.</grey>","Công trình <em>trong mái vòm</em> yêu cầu bảo trì ít thường xuyên hơn.

<grey>Chuyển trọng tâm từ ""sửa nó"" sang ""tránh nó"" là bước tiến tự nhiên đối với bất kỳ môi trường sống nào trên sao Hỏa.</grey>"
6375,Sustainable Architecture,Kiến trúc bền vững
